CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,Views,postId,userId
4,43,Reputation,18088,2,3274,3899,32979,2116
0,43,Reputation,18088,1,3274,3899,34705,2116
5,43,Reputation,18088,9,3274,3899,34732,2116
4,43,Reputation,18088,3,3274,3899,34847,2116
0,43,Reputation,18088,2,3274,3899,34944,2116
6,43,Reputation,18088,1,3274,3899,37425,2116
1,43,Reputation,18088,1,3274,3899,37471,2116
1,43,Reputation,18088,4,3274,3899,37568,2116
0,43,Reputation,18088,2,3274,3899,37570,2116
5,43,Reputation,18088,2,3274,3899,37575,2116
0,43,Reputation,18088,2,3274,3899,37582,2116
4,43,Reputation,18088,2,3274,3899,37655,2116
5,43,Reputation,18088,13,3274,3899,37729,2116
2,43,Reputation,18088,2,3274,3899,38892,2116
3,43,Reputation,18088,3,3274,3899,38899,2116
4,43,Reputation,18088,3,3274,3899,39015,2116
5,43,Reputation,18088,13,3274,3899,44097,2116
0,43,Reputation,18088,4,3274,3899,44179,2116
0,43,Reputation,18088,0,3274,3899,44757,2116
6,43,Reputation,18088,1,3274,3899,46807,2116
1,43,Reputation,18088,5,3274,3899,46957,2116
3,43,Reputation,18088,2,3274,3899,47135,2116
2,43,Reputation,18088,1,3274,3899,62704,2116
0,43,Reputation,18088,2,3274,3899,62806,2116
0,43,Reputation,18088,1,3274,3899,62830,2116
2,43,Reputation,18088,6,3274,3899,63007,2116
0,43,Reputation,18088,1,3274,3899,70350,2116
2,43,Reputation,18088,5,3274,3899,70351,2116
0,43,Reputation,18088,3,3274,3899,70750,2116
2,43,Reputation,18088,2,3274,3899,71103,2116
0,43,Reputation,18088,1,3274,3899,71132,2116
3,43,Reputation,18088,4,3274,3899,71389,2116
0,43,Reputation,18088,5,3274,3899,71689,2116
0,43,Reputation,18088,3,3274,3899,71693,2116
2,43,Reputation,18088,1,3274,3899,71785,2116
3,43,Reputation,18088,5,3274,3899,71786,2116
1,43,Reputation,18088,5,3274,3899,71831,2116
0,43,Reputation,18088,2,3274,3899,71889,2116
4,43,Reputation,18088,1,3274,3899,71893,2116
1,43,Reputation,18088,3,3274,3899,71973,2116
5,43,Reputation,18088,1,3274,3899,72108,2116
2,43,Reputation,18088,1,3274,3899,72135,2116
2,43,Reputation,18088,1,3274,3899,72158,2116
13,43,Reputation,18088,2,3274,3899,72159,2116
0,43,Reputation,18088,0,3274,3899,72216,2116
1,43,Reputation,18088,2,3274,3899,72241,2116
5,43,Reputation,18088,3,3274,3899,72630,2116
3,43,Reputation,18088,0,3274,3899,72714,2116
4,43,Reputation,18088,0,3274,3899,73357,2116
0,43,Reputation,18088,0,3274,3899,73358,2116
0,43,Reputation,18088,1,3274,3899,73361,2116
3,43,Reputation,18088,3,3274,3899,73459,2116
0,43,Reputation,18088,0,3274,3899,73682,2116
5,43,Reputation,18088,1,3274,3899,73927,2116
0,43,Reputation,18088,0,3274,3899,73928,2116
1,43,Reputation,18088,2,3274,3899,74094,2116
0,43,Reputation,18088,1,3274,3899,74521,2116
5,43,Reputation,18088,4,3274,3899,74749,2116
0,43,Reputation,18088,1,3274,3899,76198,2116
11,43,Reputation,18088,3,3274,3899,76217,2116
2,43,Reputation,18088,-1,3274,3899,77225,2116
2,43,Reputation,18088,3,3274,3899,77229,2116
0,43,Reputation,18088,2,3274,3899,77241,2116
1,43,Reputation,18088,0,3274,3899,77326,2116
1,43,Reputation,18088,0,3274,3899,77327,2116
2,43,Reputation,18088,6,3274,3899,77611,2116
3,43,Reputation,18088,3,3274,3899,77822,2116
2,43,Reputation,18088,8,3274,3899,77927,2116
2,43,Reputation,18088,4,3274,3899,77931,2116
2,43,Reputation,18088,0,3274,3899,77977,2116
0,43,Reputation,18088,0,3274,3899,78026,2116
3,43,Reputation,18088,1,3274,3899,78274,2116
0,43,Reputation,18088,3,3274,3899,78296,2116
5,43,Reputation,18088,7,3274,3899,80621,2116
0,43,Reputation,18088,0,3274,3899,80636,2116
1,43,Reputation,18088,3,3274,3899,81097,2116
0,43,Reputation,18088,2,3274,3899,81099,2116
1,43,Reputation,18088,2,3274,3899,81157,2116
0,43,Reputation,18088,2,3274,3899,82234,2116
0,43,Reputation,18088,1,3274,3899,82434,2116
2,43,Reputation,18088,2,3274,3899,82561,2116
4,43,Reputation,18088,55,3274,3899,83141,2116
0,43,Reputation,18088,0,3274,3899,83202,2116
2,43,Reputation,18088,2,3274,3899,83949,2116
0,43,Reputation,18088,1,3274,3899,84240,2116
0,43,Reputation,18088,4,3274,3899,84241,2116
1,43,Reputation,18088,0,3274,3899,85740,2116
3,43,Reputation,18088,1,3274,3899,86043,2116
1,43,Reputation,18088,1,3274,3899,87127,2116
0,43,Reputation,18088,3,3274,3899,89700,2116
0,43,Reputation,18088,1,3274,3899,92508,2116
1,43,Reputation,18088,3,3274,3899,103655,2116
1,43,Reputation,18088,2,3274,3899,105511,2116
0,43,Reputation,18088,1,3274,3899,105524,2116
2,56,Reputation,19585,25,155,6948,9781,4253
3,56,Reputation,19585,7,155,6948,9782,4253
3,56,Reputation,19585,4,155,6948,9877,4253
6,56,Reputation,19585,7,155,6948,10026,4253
0,56,Reputation,19585,3,155,6948,10108,4253
0,56,Reputation,19585,10,155,6948,10164,4253
0,56,Reputation,19585,1,155,6948,10270,4253
0,56,Reputation,19585,2,155,6948,10294,4253
6,56,Reputation,19585,3,155,6948,10313,4253
0,56,Reputation,19585,2,155,6948,10405,4253
10,56,Reputation,19585,7,155,6948,10462,4253
0,56,Reputation,19585,9,155,6948,10518,4253
0,56,Reputation,19585,4,155,6948,10654,4253
2,56,Reputation,19585,3,155,6948,10706,4253
3,56,Reputation,19585,4,155,6948,10708,4253
5,56,Reputation,19585,6,155,6948,10786,4253
1,56,Reputation,19585,5,155,6948,10980,4253
2,56,Reputation,19585,4,155,6948,11002,4253
2,56,Reputation,19585,32,155,6948,11080,4253
4,56,Reputation,19585,4,155,6948,11116,4253
1,56,Reputation,19585,6,155,6948,11144,4253
3,56,Reputation,19585,4,155,6948,11254,4253
3,56,Reputation,19585,6,155,6948,11275,4253
0,56,Reputation,19585,5,155,6948,11276,4253
12,56,Reputation,19585,4,155,6948,11344,4253
10,56,Reputation,19585,4,155,6948,11482,4253
0,56,Reputation,19585,3,155,6948,11483,4253
9,56,Reputation,19585,3,155,6948,11514,4253
2,56,Reputation,19585,11,155,6948,11571,4253
1,56,Reputation,19585,2,155,6948,11593,4253
1,56,Reputation,19585,4,155,6948,11666,4253
0,56,Reputation,19585,14,155,6948,11683,4253
1,56,Reputation,19585,8,155,6948,11710,4253
0,56,Reputation,19585,13,155,6948,11742,4253
0,56,Reputation,19585,1,155,6948,11782,4253
2,56,Reputation,19585,5,155,6948,11824,4253
2,56,Reputation,19585,4,155,6948,12018,4253
2,56,Reputation,19585,9,155,6948,12171,4253
0,56,Reputation,19585,1,155,6948,12259,4253
2,56,Reputation,19585,1,155,6948,12317,4253
0,56,Reputation,19585,2,155,6948,12368,4253
1,56,Reputation,19585,13,155,6948,12716,4253
0,56,Reputation,19585,3,155,6948,12778,4253
2,56,Reputation,19585,8,155,6948,12865,4253
0,56,Reputation,19585,1,155,6948,13109,4253
0,56,Reputation,19585,2,155,6948,13288,4253
4,56,Reputation,19585,4,155,6948,13336,4253
3,56,Reputation,19585,2,155,6948,13461,4253
3,56,Reputation,19585,8,155,6948,14178,4253
4,56,Reputation,19585,1,155,6948,14201,4253
3,56,Reputation,19585,55,155,6948,14218,4253
3,56,Reputation,19585,36,155,6948,14230,4253
3,56,Reputation,19585,6,155,6948,14550,4253
5,56,Reputation,19585,4,155,6948,14559,4253
0,56,Reputation,19585,8,155,6948,14591,4253
0,56,Reputation,19585,10,155,6948,14638,4253
1,56,Reputation,19585,3,155,6948,14700,4253
0,56,Reputation,19585,2,155,6948,15054,4253
4,56,Reputation,19585,2,155,6948,15165,4253
0,56,Reputation,19585,1,155,6948,15700,4253
4,56,Reputation,19585,12,155,6948,15795,4253
1,56,Reputation,19585,16,155,6948,17113,4253
4,56,Reputation,19585,4,155,6948,17420,4253
0,56,Reputation,19585,4,155,6948,17445,4253
0,56,Reputation,19585,2,155,6948,17477,4253
2,56,Reputation,19585,1,155,6948,17524,4253
3,56,Reputation,19585,13,155,6948,17572,4253
7,56,Reputation,19585,2,155,6948,17573,4253
0,56,Reputation,19585,1,155,6948,17619,4253
7,56,Reputation,19585,2,155,6948,17648,4253
3,56,Reputation,19585,15,155,6948,17704,4253
0,56,Reputation,19585,2,155,6948,17705,4253
5,56,Reputation,19585,5,155,6948,17804,4253
4,56,Reputation,19585,5,155,6948,18141,4253
11,56,Reputation,19585,8,155,6948,18245,4253
6,56,Reputation,19585,8,155,6948,18253,4253
0,56,Reputation,19585,5,155,6948,18412,4253
3,56,Reputation,19585,3,155,6948,18676,4253
0,56,Reputation,19585,3,155,6948,18717,4253
5,56,Reputation,19585,7,155,6948,18772,4253
0,56,Reputation,19585,2,155,6948,18813,4253
0,56,Reputation,19585,2,155,6948,19287,4253
0,56,Reputation,19585,1,155,6948,19297,4253
2,56,Reputation,19585,1,155,6948,19298,4253
0,56,Reputation,19585,2,155,6948,19438,4253
1,56,Reputation,19585,6,155,6948,19539,4253
2,56,Reputation,19585,3,155,6948,19573,4253
2,56,Reputation,19585,2,155,6948,19733,4253
1,56,Reputation,19585,4,155,6948,19865,4253
0,56,Reputation,19585,2,155,6948,20033,4253
2,56,Reputation,19585,19,155,6948,20190,4253
1,56,Reputation,19585,4,155,6948,20318,4253
0,56,Reputation,19585,1,155,6948,20536,4253
5,56,Reputation,19585,0,155,6948,20611,4253
2,56,Reputation,19585,4,155,6948,21260,4253
0,56,Reputation,19585,8,155,6948,21483,4253
0,56,Reputation,19585,3,155,6948,21629,4253
3,56,Reputation,19585,4,155,6948,21763,4253
2,56,Reputation,19585,2,155,6948,21988,4253
6,56,Reputation,19585,5,155,6948,22190,4253
0,56,Reputation,19585,4,155,6948,22314,4253
6,56,Reputation,19585,5,155,6948,22395,4253
5,56,Reputation,19585,2,155,6948,22397,4253
1,56,Reputation,19585,24,155,6948,22523,4253
3,56,Reputation,19585,4,155,6948,22641,4253
5,56,Reputation,19585,4,155,6948,22942,4253
0,56,Reputation,19585,3,155,6948,22960,4253
4,56,Reputation,19585,11,155,6948,23045,4253
4,56,Reputation,19585,11,155,6948,23131,4253
3,56,Reputation,19585,6,155,6948,23287,4253
0,56,Reputation,19585,1,155,6948,23869,4253
0,56,Reputation,19585,2,155,6948,24071,4253
2,56,Reputation,19585,2,155,6948,24085,4253
5,56,Reputation,19585,4,155,6948,25546,4253
7,56,Reputation,19585,15,155,6948,25941,4253
0,56,Reputation,19585,10,155,6948,26055,4253
4,56,Reputation,19585,6,155,6948,26532,4253
0,56,Reputation,19585,2,155,6948,26595,4253
0,56,Reputation,19585,3,155,6948,26751,4253
5,56,Reputation,19585,0,155,6948,26850,4253
5,56,Reputation,19585,3,155,6948,27028,4253
7,56,Reputation,19585,2,155,6948,27458,4253
1,56,Reputation,19585,9,155,6948,27606,4253
7,56,Reputation,19585,6,155,6948,28778,4253
4,56,Reputation,19585,1,155,6948,28922,4253
6,56,Reputation,19585,3,155,6948,30184,4253
2,56,Reputation,19585,2,155,6948,31189,4253
2,56,Reputation,19585,5,155,6948,31480,4253
0,56,Reputation,19585,2,155,6948,31767,4253
3,56,Reputation,19585,5,155,6948,33667,4253
2,56,Reputation,19585,11,155,6948,33761,4253
0,56,Reputation,19585,2,155,6948,35427,4253
1,56,Reputation,19585,4,155,6948,38113,4253
2,56,Reputation,19585,11,155,6948,40739,4253
2,56,Reputation,19585,3,155,6948,43227,4253
1,56,Reputation,19585,6,155,6948,43827,4253
6,56,Reputation,19585,3,155,6948,43897,4253
2,56,Reputation,19585,7,155,6948,44330,4253
4,56,Reputation,19585,8,155,6948,44936,4253
2,56,Reputation,19585,7,155,6948,46344,4253
2,56,Reputation,19585,4,155,6948,47037,4253
0,56,Reputation,19585,3,155,6948,48106,4253
4,56,Reputation,19585,3,155,6948,48138,4253
0,56,Reputation,19585,2,155,6948,48352,4253
0,56,Reputation,19585,1,155,6948,48631,4253
1,56,Reputation,19585,1,155,6948,48844,4253
3,56,Reputation,19585,3,155,6948,49016,4253
8,56,Reputation,19585,1,155,6948,49024,4253
1,56,Reputation,19585,10,155,6948,49954,4253
3,56,Reputation,19585,4,155,6948,50092,4253
2,56,Reputation,19585,1,155,6948,51164,4253
2,56,Reputation,19585,2,155,6948,51165,4253
0,56,Reputation,19585,2,155,6948,51236,4253
0,56,Reputation,19585,4,155,6948,51466,4253
0,56,Reputation,19585,1,155,6948,51540,4253
0,56,Reputation,19585,2,155,6948,51599,4253
9,56,Reputation,19585,2,155,6948,51658,4253
4,56,Reputation,19585,2,155,6948,53348,4253
3,56,Reputation,19585,2,155,6948,54492,4253
5,56,Reputation,19585,2,155,6948,54531,4253
4,56,Reputation,19585,8,155,6948,54921,4253
0,56,Reputation,19585,4,155,6948,55628,4253
9,56,Reputation,19585,1,155,6948,55765,4253
0,56,Reputation,19585,1,155,6948,55823,4253
1,56,Reputation,19585,2,155,6948,56754,4253
3,56,Reputation,19585,2,155,6948,57002,4253
11,56,Reputation,19585,3,155,6948,57613,4253
0,56,Reputation,19585,1,155,6948,58049,4253
3,56,Reputation,19585,2,155,6948,58182,4253
0,56,Reputation,19585,5,155,6948,58387,4253
0,56,Reputation,19585,3,155,6948,58580,4253
0,56,Reputation,19585,2,155,6948,58648,4253
0,56,Reputation,19585,5,155,6948,58761,4253
4,56,Reputation,19585,3,155,6948,58869,4253
0,56,Reputation,19585,3,155,6948,58996,4253
0,56,Reputation,19585,4,155,6948,59123,4253
4,56,Reputation,19585,2,155,6948,59126,4253
4,56,Reputation,19585,8,155,6948,59128,4253
4,56,Reputation,19585,8,155,6948,59210,4253
1,56,Reputation,19585,2,155,6948,60945,4253
0,56,Reputation,19585,0,155,6948,61166,4253
2,56,Reputation,19585,2,155,6948,61516,4253
5,56,Reputation,19585,6,155,6948,61550,4253
1,56,Reputation,19585,9,155,6948,61865,4253
0,56,Reputation,19585,4,155,6948,61983,4253
0,56,Reputation,19585,3,155,6948,62192,4253
0,56,Reputation,19585,2,155,6948,62194,4253
0,56,Reputation,19585,2,155,6948,62341,4253
0,56,Reputation,19585,1,155,6948,62563,4253
2,56,Reputation,19585,6,155,6948,62572,4253
4,56,Reputation,19585,0,155,6948,62578,4253
6,56,Reputation,19585,4,155,6948,62639,4253
2,56,Reputation,19585,2,155,6948,62937,4253
6,56,Reputation,19585,11,155,6948,62954,4253
9,56,Reputation,19585,2,155,6948,63127,4253
0,56,Reputation,19585,2,155,6948,63338,4253
8,56,Reputation,19585,4,155,6948,63847,4253
4,56,Reputation,19585,5,155,6948,63958,4253
0,56,Reputation,19585,1,155,6948,64093,4253
6,56,Reputation,19585,3,155,6948,64106,4253
2,56,Reputation,19585,6,155,6948,64175,4253
0,56,Reputation,19585,2,155,6948,64288,4253
4,56,Reputation,19585,5,155,6948,64292,4253
1,56,Reputation,19585,2,155,6948,64302,4253
2,56,Reputation,19585,9,155,6948,64320,4253
1,56,Reputation,19585,7,155,6948,64417,4253
2,56,Reputation,19585,6,155,6948,64436,4253
0,56,Reputation,19585,3,155,6948,64502,4253
2,56,Reputation,19585,2,155,6948,64520,4253
2,56,Reputation,19585,5,155,6948,64530,4253
0,56,Reputation,19585,1,155,6948,64583,4253
0,56,Reputation,19585,4,155,6948,64586,4253
1,56,Reputation,19585,1,155,6948,64819,4253
1,56,Reputation,19585,2,155,6948,64853,4253
4,56,Reputation,19585,2,155,6948,64954,4253
0,56,Reputation,19585,11,155,6948,64955,4253
0,56,Reputation,19585,1,155,6948,65015,4253
5,56,Reputation,19585,2,155,6948,65061,4253
5,56,Reputation,19585,7,155,6948,65400,4253
7,56,Reputation,19585,6,155,6948,65453,4253
0,56,Reputation,19585,2,155,6948,65604,4253
1,56,Reputation,19585,3,155,6948,65668,4253
3,56,Reputation,19585,2,155,6948,65747,4253
2,56,Reputation,19585,5,155,6948,65759,4253
0,56,Reputation,19585,1,155,6948,65777,4253
1,56,Reputation,19585,3,155,6948,65852,4253
5,56,Reputation,19585,4,155,6948,65853,4253
0,56,Reputation,19585,5,155,6948,65971,4253
3,56,Reputation,19585,4,155,6948,66123,4253
3,56,Reputation,19585,1,155,6948,66124,4253
0,56,Reputation,19585,2,155,6948,66231,4253
0,56,Reputation,19585,6,155,6948,66233,4253
0,56,Reputation,19585,8,155,6948,66235,4253
0,56,Reputation,19585,9,155,6948,66243,4253
5,56,Reputation,19585,3,155,6948,66357,4253
3,56,Reputation,19585,2,155,6948,66422,4253
1,56,Reputation,19585,10,155,6948,66454,4253
2,56,Reputation,19585,3,155,6948,66463,4253
3,56,Reputation,19585,3,155,6948,66515,4253
1,56,Reputation,19585,7,155,6948,66688,4253
0,56,Reputation,19585,10,155,6948,66765,4253
0,56,Reputation,19585,1,155,6948,66919,4253
0,56,Reputation,19585,1,155,6948,67004,4253
4,56,Reputation,19585,2,155,6948,67030,4253
2,56,Reputation,19585,4,155,6948,67084,4253
1,56,Reputation,19585,3,155,6948,67097,4253
6,56,Reputation,19585,2,155,6948,67098,4253
4,56,Reputation,19585,3,155,6948,67136,4253
0,56,Reputation,19585,1,155,6948,67283,4253
0,56,Reputation,19585,6,155,6948,67442,4253
4,56,Reputation,19585,2,155,6948,67563,4253
0,56,Reputation,19585,1,155,6948,67606,4253
3,56,Reputation,19585,9,155,6948,67611,4253
0,56,Reputation,19585,0,155,6948,67756,4253
0,56,Reputation,19585,2,155,6948,67763,4253
3,56,Reputation,19585,3,155,6948,67767,4253
1,56,Reputation,19585,3,155,6948,67969,4253
0,56,Reputation,19585,1,155,6948,69502,4253
3,56,Reputation,19585,1,155,6948,69555,4253
4,56,Reputation,19585,2,155,6948,69556,4253
0,56,Reputation,19585,2,155,6948,69652,4253
4,56,Reputation,19585,2,155,6948,69968,4253
4,56,Reputation,19585,2,155,6948,70260,4253
3,56,Reputation,19585,1,155,6948,70284,4253
0,56,Reputation,19585,7,155,6948,70583,4253
2,56,Reputation,19585,1,155,6948,70715,4253
3,56,Reputation,19585,2,155,6948,70777,4253
1,56,Reputation,19585,2,155,6948,71007,4253
6,56,Reputation,19585,2,155,6948,71009,4253
0,56,Reputation,19585,2,155,6948,71101,4253
0,56,Reputation,19585,3,155,6948,71175,4253
0,56,Reputation,19585,2,155,6948,71189,4253
0,56,Reputation,19585,2,155,6948,71245,4253
0,56,Reputation,19585,1,155,6948,71430,4253
0,56,Reputation,19585,0,155,6948,71573,4253
2,56,Reputation,19585,2,155,6948,71682,4253
13,56,Reputation,19585,3,155,6948,71748,4253
3,56,Reputation,19585,6,155,6948,71789,4253
3,56,Reputation,19585,2,155,6948,71906,4253
2,56,Reputation,19585,2,155,6948,72171,4253
3,56,Reputation,19585,1,155,6948,72737,4253
2,56,Reputation,19585,1,155,6948,72747,4253
0,56,Reputation,19585,7,155,6948,73063,4253
0,56,Reputation,19585,1,155,6948,73224,4253
4,56,Reputation,19585,9,155,6948,73364,4253
3,56,Reputation,19585,2,155,6948,73568,4253
1,56,Reputation,19585,3,155,6948,73569,4253
0,56,Reputation,19585,2,155,6948,73635,4253
0,56,Reputation,19585,1,155,6948,74310,4253
3,56,Reputation,19585,6,155,6948,74398,4253
0,56,Reputation,19585,2,155,6948,74867,4253
2,56,Reputation,19585,1,155,6948,76578,4253
0,56,Reputation,19585,2,155,6948,77062,4253
2,56,Reputation,19585,8,155,6948,77616,4253
0,56,Reputation,19585,2,155,6948,77618,4253
2,56,Reputation,19585,5,155,6948,77849,4253
2,56,Reputation,19585,11,155,6948,78065,4253
0,56,Reputation,19585,3,155,6948,78204,4253
2,56,Reputation,19585,5,155,6948,78553,4253
2,56,Reputation,19585,5,155,6948,78952,4253
6,56,Reputation,19585,3,155,6948,79061,4253
4,56,Reputation,19585,2,155,6948,79191,4253
2,56,Reputation,19585,6,155,6948,79396,4253
3,56,Reputation,19585,1,155,6948,79502,4253
0,56,Reputation,19585,1,155,6948,79651,4253
0,56,Reputation,19585,3,155,6948,80303,4253
0,56,Reputation,19585,3,155,6948,80404,4253
0,56,Reputation,19585,4,155,6948,80483,4253
0,56,Reputation,19585,2,155,6948,80634,4253
2,56,Reputation,19585,2,155,6948,80810,4253
4,56,Reputation,19585,4,155,6948,80876,4253
1,56,Reputation,19585,1,155,6948,81044,4253
0,56,Reputation,19585,3,155,6948,81621,4253
0,56,Reputation,19585,1,155,6948,83431,4253
0,56,Reputation,19585,1,155,6948,83809,4253
0,56,Reputation,19585,1,155,6948,86591,4253
3,56,Reputation,19585,0,155,6948,86761,4253
0,56,Reputation,19585,3,155,6948,86773,4253
0,56,Reputation,19585,4,155,6948,86883,4253
5,56,Reputation,19585,4,155,6948,86919,4253
0,56,Reputation,19585,3,155,6948,87500,4253
6,56,Reputation,19585,1,155,6948,88374,4253
3,56,Reputation,19585,1,155,6948,88454,4253
4,56,Reputation,19585,1,155,6948,88700,4253
0,56,Reputation,19585,6,155,6948,88937,4253
0,56,Reputation,19585,0,155,6948,88968,4253
0,56,Reputation,19585,0,155,6948,88969,4253
1,56,Reputation,19585,8,155,6948,89217,4253
0,56,Reputation,19585,4,155,6948,89443,4253
0,56,Reputation,19585,2,155,6948,89816,4253
2,56,Reputation,19585,4,155,6948,89865,4253
1,56,Reputation,19585,1,155,6948,90321,4253
0,56,Reputation,19585,3,155,6948,90428,4253
18,56,Reputation,19585,10,155,6948,90705,4253
1,56,Reputation,19585,5,155,6948,90900,4253
0,56,Reputation,19585,0,155,6948,91047,4253
1,56,Reputation,19585,2,155,6948,91049,4253
4,56,Reputation,19585,1,155,6948,91061,4253
12,56,Reputation,19585,1,155,6948,91200,4253
0,56,Reputation,19585,2,155,6948,91216,4253
0,56,Reputation,19585,1,155,6948,91811,4253
7,56,Reputation,19585,2,155,6948,91908,4253
6,56,Reputation,19585,1,155,6948,91911,4253
2,56,Reputation,19585,1,155,6948,92385,4253
0,56,Reputation,19585,2,155,6948,92548,4253
0,56,Reputation,19585,1,155,6948,92630,4253
0,56,Reputation,19585,1,155,6948,92634,4253
2,56,Reputation,19585,6,155,6948,92635,4253
0,56,Reputation,19585,7,155,6948,92723,4253
0,56,Reputation,19585,2,155,6948,92834,4253
0,56,Reputation,19585,11,155,6948,92835,4253
0,56,Reputation,19585,1,155,6948,93695,4253
4,56,Reputation,19585,0,155,6948,93986,4253
4,56,Reputation,19585,4,155,6948,94044,4253
0,56,Reputation,19585,3,155,6948,94242,4253
8,56,Reputation,19585,3,155,6948,95384,4253
2,56,Reputation,19585,1,155,6948,95385,4253
0,56,Reputation,19585,1,155,6948,95387,4253
2,56,Reputation,19585,2,155,6948,95389,4253
0,56,Reputation,19585,7,155,6948,95401,4253
0,56,Reputation,19585,6,155,6948,95408,4253
0,56,Reputation,19585,3,155,6948,96212,4253
2,56,Reputation,19585,4,155,6948,96591,4253
2,56,Reputation,19585,0,155,6948,96734,4253
0,56,Reputation,19585,0,155,6948,96735,4253
4,56,Reputation,19585,2,155,6948,96833,4253
2,56,Reputation,19585,5,155,6948,97037,4253
0,56,Reputation,19585,4,155,6948,97041,4253
0,56,Reputation,19585,2,155,6948,97063,4253
8,56,Reputation,19585,2,155,6948,97259,4253
1,56,Reputation,19585,3,155,6948,97671,4253
1,56,Reputation,19585,2,155,6948,97876,4253
0,56,Reputation,19585,2,155,6948,98962,4253
2,56,Reputation,19585,0,155,6948,99437,4253
5,56,Reputation,19585,1,155,6948,99557,4253
6,56,Reputation,19585,2,155,6948,99689,4253
4,56,Reputation,19585,2,155,6948,99939,4253
2,56,Reputation,19585,3,155,6948,100481,4253
0,56,Reputation,19585,4,155,6948,100774,4253
2,56,Reputation,19585,1,155,6948,100876,4253
7,56,Reputation,19585,1,155,6948,100997,4253
0,56,Reputation,19585,10,155,6948,101022,4253
2,56,Reputation,19585,2,155,6948,101582,4253
7,56,Reputation,19585,6,155,6948,102697,4253
9,56,Reputation,19585,3,155,6948,103152,4253
0,56,Reputation,19585,4,155,6948,103481,4253
10,56,Reputation,19585,4,155,6948,103537,4253
0,56,Reputation,19585,4,155,6948,103595,4253
3,56,Reputation,19585,7,155,6948,103725,4253
5,56,Reputation,19585,25,155,6948,104533,4253
8,56,Reputation,19585,3,155,6948,104535,4253
4,56,Reputation,19585,2,155,6948,105013,4253
2,56,Reputation,19585,4,155,6948,105180,4253
0,56,Reputation,19585,4,155,6948,105329,4253
0,56,Reputation,19585,3,155,6948,105549,4253
0,56,Reputation,19585,1,155,6948,105594,4253
3,56,Reputation,19585,6,155,6948,105659,4253
0,56,Reputation,19585,1,155,6948,105667,4253
4,56,Reputation,19585,2,155,6948,105963,4253
4,56,Reputation,19585,2,155,6948,106134,4253
3,56,Reputation,19585,5,155,6948,106181,4253
7,56,Reputation,19585,0,155,6948,106219,4253
4,56,Reputation,19585,1,155,6948,106273,4253
3,56,Reputation,19585,4,155,6948,106378,4253
0,56,Reputation,19585,7,155,6948,107863,4253
4,56,Reputation,19585,2,155,6948,107864,4253
0,56,Reputation,19585,4,155,6948,108113,4253
2,56,Reputation,19585,2,155,6948,108458,4253
2,56,Reputation,19585,3,155,6948,108528,4253
3,56,Reputation,19585,7,155,6948,108604,4253
0,56,Reputation,19585,6,155,6948,108658,4253
9,56,Reputation,19585,4,155,6948,108764,4253
1,56,Reputation,19585,1,155,6948,109025,4253
1,56,Reputation,19585,1,155,6948,109347,4253
0,56,Reputation,19585,4,155,6948,109682,4253
2,56,Reputation,19585,4,155,6948,109683,4253
2,56,Reputation,19585,2,155,6948,109699,4253
2,56,Reputation,19585,3,155,6948,110583,4253
0,56,Reputation,19585,1,155,6948,111410,4253
0,56,Reputation,19585,2,155,6948,111446,4253
0,56,Reputation,19585,3,155,6948,111860,4253
0,56,Reputation,19585,1,155,6948,111861,4253
0,56,Reputation,19585,1,155,6948,112033,4253
2,56,Reputation,19585,1,155,6948,112189,4253
0,56,Reputation,19585,2,155,6948,112370,4253
1,56,Reputation,19585,2,155,6948,112447,4253
0,56,Reputation,19585,1,155,6948,112606,4253
8,56,Reputation,19585,3,155,6948,112767,4253
0,56,Reputation,19585,2,155,6948,113010,4253
13,56,Reputation,19585,1,155,6948,113044,4253
0,56,Reputation,19585,3,155,6948,113146,4253
5,56,Reputation,19585,1,155,6948,113517,4253
0,56,Reputation,19585,6,155,6948,113590,4253
4,56,Reputation,19585,5,155,6948,113699,4253
0,56,Reputation,19585,1,155,6948,113758,4253
2,56,Reputation,19585,3,155,6948,113865,4253
5,56,Reputation,19585,1,155,6948,113866,4253
0,56,Reputation,19585,3,155,6948,113985,4253
0,56,Reputation,19585,5,155,6948,114055,4253
0,56,Reputation,19585,0,155,6948,114057,4253
0,56,Reputation,19585,0,155,6948,114058,4253
3,56,Reputation,19585,4,155,6948,114176,4253
6,56,Reputation,19585,3,155,6948,114317,4253
0,56,Reputation,19585,1,155,6948,114528,4253
0,56,Reputation,19585,1,155,6948,114599,4253
0,56,Reputation,19585,2,155,6948,114745,4253
2,56,Reputation,19585,0,155,6948,114989,4253
0,56,Reputation,19585,1,155,6948,115102,4253
8,56,Reputation,19585,3,155,6948,115254,4253
3,56,Reputation,19585,3,155,6948,115255,4253
2,4,Reputation,25123,4,582,1245,10493,4505
0,4,Reputation,25123,4,582,1245,10494,4505
0,4,Reputation,25123,4,582,1245,10495,4505
0,4,Reputation,25123,9,582,1245,10559,4505
2,4,Reputation,25123,4,582,1245,10570,4505
2,4,Reputation,25123,7,582,1245,10576,4505
0,4,Reputation,25123,1,582,1245,10606,4505
6,4,Reputation,25123,38,582,1245,10617,4505
2,4,Reputation,25123,1,582,1245,10629,4505
0,4,Reputation,25123,3,582,1245,10630,4505
